block_item_id,block_id,item_id,position,is_active
bi0873,b035,v0859,23,True
bi0874,b035,v0860,24,True
bi0875,b035,v0861,25,True
bi0876,b035,v0862,26,True
bi0877,b035,v0863,27,True
bi0878,b035,v0864,28,True
bi0879,b035,v0865,29,True
bi0880,b035,v0866,30,True
bi0881,b035,v0867,31,True
bi0882,b035,v0868,32,True
bi0883,b035,v0869,33,True
bi0884,b035,v0870,34,True
bi0885,b035,v0871,35,True
bi0886,b035,v0872,36,True
bi0887,b035,v0873,37,True
bi0888,b035,v0874,38,True
bi0889,b035,v0875,39,True
bi0890,b035,v0876,40,True
bi0891,b035,v0877,41,True
bi0892,b035,v0878,42,True
bi0893,b035,v0879,43,True
bi0894,b035,v0880,44,True
bi0895,b035,v0881,45,True
bi0896,b035,v0882,46,True
bi0897,b035,v0883,47,True
bi0898,b035,v0884,48,True
bi0899,b035,v0885,49,True
bi0900,b035,v0886,50,True
bi0901,b035,v0887,51,True
bi0902,b035,v0888,52,True
bi0903,b035,v0889,53,True
bi0904,b035,v0890,54,True
bi0905,b035,v0891,55,True
bi0906,b035,v0892,56,True
bi0907,b035,v0893,57,True
bi0908,b035,v0894,58,True
bi0909,b035,v0895,59,True
bi0910,b035,v0896,60,True
bi0911,b035,v0897,61,True
bi0912,b035,v0898,62,True
bi0913,b035,v0899,63,True
bi0914,b035,v0900,64,True
bi0915,b035,v0901,65,True
bi0916,b035,v0902,66,True
bi0917,b035,v0903,67,True
bi0918,b035,v0904,68,True
bi0919,b035,v0905,69,True
bi0920,b035,v0906,70,True
bi0921,b035,v0907,71,True
bi0922,b035,v0908,72,True
bi0923,b035,v0909,73,True
bi0924,b035,v0910,74,True
bi0925,b035,v0911,75,True
bi0926,b035,v0912,76,True
bi0927,b035,v0913,77,True
bi0928,b035,v0914,78,True
bi0929,b035,v0915,79,True
bi0930,b035,v0916,80,True
bi0931,b033,v0917,51,True
bi0932,b033,v0918,52,True
bi0933,b033,v0919,53,True
bi0934,b033,v0920,54,True
bi0935,b033,v0921,55,True
bi0936,b033,v0922,56,True
bi0937,b033,v0923,57,True
bi0938,b033,v0924,58,True
bi0939,b033,v0925,59,True
bi0940,b033,v0926,60,True
bi0941,b033,v0927,61,True
bi0942,b033,v0928,62,True
bi0943,b033,v0929,63,True
bi0944,b033,v0930,64,True
bi0945,b033,v0931,65,True
bi0946,b033,v0932,66,True
bi0947,b033,v0933,67,True
bi0948,b033,v0934,68,True
bi0949,b033,v0935,69,True
bi0950,b033,v0936,70,True
bi0951,b033,v0937,71,True
bi0952,b033,v0938,72,True
bi0953,b033,v0939,73,True
bi0954,b033,v0940,74,True
bi0955,b033,v0941,75,True
bi0956,b033,v0942,76,True
bi0957,b033,v0943,77,True
bi0958,b033,v0944,78,True
bi0959,b033,v0945,79,True
bi0960,b033,v0946,80,True
bi0961,b033,v0947,81,True
bi0962,b033,v0948,82,True
bi0963,b033,v0949,83,True
bi0964,b033,v0950,84,True
bi0965,b033,v0951,85,True
bi0966,b033,v0952,86,True
bi0967,b033,v0953,87,True
bi0968,b033,v0954,88,True
bi0969,b033,v0955,89,True
bi0970,b033,v0956,90,True
bi0971,b033,v0957,91,True
bi0972,b033,v0958,92,True
bi0973,b033,v0959,93,True
bi0974,b033,v0960,94,True
bi0975,b033,v0961,95,True
bi0976,b033,v0962,96,True
bi0977,b033,v0963,97,True
bi0978,b033,v0964,98,True
bi0979,b033,v0965,99,True
bi0980,b033,v0966,100,True
bi0981,b036,v0967,1,True
bi0982,b036,v0968,2,True
bi0983,b036,v0969,3,True
bi0984,b036,v0970,4,True
bi0985,b036,v0971,5,True
bi0986,b036,v0972,6,True
bi0987,b036,v0973,7,True
bi0988,b036,v0974,8,True
bi0989,b036,v0975,9,True
bi0990,b036,v0976,10,True
bi0991,b036,v0977,11,True
bi0992,b036,v0978,12,True
bi0993,b036,v0979,13,True
bi0994,b036,v0980,14,True
bi0995,b036,v0981,15,True
bi0996,b036,v0982,16,True
bi0997,b036,v0983,17,True
bi0998,b036,v0984,18,True
bi0999,b036,v0985,19,True
bi1000,b036,v0986,20,True
bi1001,b036,v0987,21,True
bi1002,b036,v0988,22,True
bi1003,b036,v0989,23,True
bi1004,b036,v0990,24,True
bi1005,b036,v0991,25,True
bi1006,b037,v0992,1,True
bi1007,b037,v0993,2,True
bi1008,b037,v0994,3,True
bi1009,b037,v0995,4,True
bi1010,b037,v0996,5,True
bi1011,b037,v0997,6,True
bi1012,b037,v0998,7,True
bi1013,b037,v0999,8,True
bi1014,b037,v1000,9,True
bi1015,b037,v1001,10,True
bi1016,b037,v1002,11,True
bi1017,b037,v1003,12,True
bi1018,b037,v1004,13,True
bi1019,b037,v1005,14,True
bi1020,b037,v1006,15,True
bi1021,b037,v1007,16,True
bi1022,b037,v1008,17,True
bi1023,b037,v1009,18,True
bi1024,b037,v1010,19,True
bi1025,b037,v1011,20,True
bi1026,b037,v1012,21,True
bi1027,b037,v1013,22,True
bi1028,b037,v1014,23,True
bi1029,b037,v1015,24,True
bi1030,b037,v1016,25,True
bi1031,b037,v1017,26,True
bi1032,b037,v1018,27,True
bi1033,b037,v1019,28,True
bi1034,b037,v1020,29,True
bi1035,b037,v1021,30,True
bi1036,b037,v1022,31,True
bi1037,b037,v1023,32,True
bi1038,b037,v1024,33,True
bi1039,b037,v1025,34,True
bi1040,b037,v1026,35,True
bi1041,b037,v1027,36,True
bi1042,b037,v1028,37,True
bi1043,b037,v1029,38,True
bi1044,b037,v1030,39,True
bi1045,b037,v1031,40,True
bi1046,b037,v1032,41,True
bi1047,b037,v1033,42,True
bi1048,b037,v1034,43,True
bi1049,b037,v1035,44,True
bi1050,b037,v1036,45,True
bi1051,b037,v1037,46,True
bi1052,b037,v1038,47,True
bi1053,b037,v1039,48,True
bi1054,b037,v1040,49,True
bi1055,b037,v1041,50,True
bi1056,b034,v1042,51,True
bi1057,b034,v1043,52,True
bi1058,b034,v1044,53,True
bi1059,b034,v1045,54,True
bi1060,b034,v1046,55,True
bi1061,b034,v1047,56,True
bi1062,b034,v1048,57,True
bi1063,b034,v1049,58,True
bi1064,b034,v1050,59,True
bi1065,b034,v1051,60,True
bi1066,b034,v1052,61,True
bi1067,b034,v1053,62,True
bi1068,b034,v1054,63,True
bi1069,b034,v1055,64,True
bi1070,b034,v1056,65,True
bi1071,b034,v1057,66,True
bi1072,b034,v1058,67,True
bi1073,b034,v1059,68,True
bi1074,b034,v1060,69,True
bi1075,b034,v1061,70,True
bi1076,b034,v1062,71,True
bi1077,b034,v1063,72,True
bi1078,b034,v1064,73,True
bi1079,b034,v1065,74,True
bi1080,b034,v1066,75,True
bi1081,b034,v1067,76,True
bi1082,b034,v1068,77,True
bi1083,b034,v1069,78,True
bi1084,b034,v1070,79,True
bi1085,b034,v1071,80,True
bi1086,b034,v1072,81,True
bi1087,b034,v1073,82,True
bi1088,b034,v1074,83,True
bi1089,b034,v1075,84,True
bi1090,b034,v1076,85,True
bi1091,b034,v1077,86,True
bi1092,b034,v1078,87,True
bi1093,b034,v1079,88,True
bi1094,b034,v1080,89,True
bi1095,b034,v1081,90,True
bi1096,b034,v1082,91,True
bi1097,b034,v1083,92,True
bi1098,b034,v1084,93,True
bi1099,b034,v1085,94,True
bi1100,b034,v1086,95,True
bi1101,b034,v1087,96,True
bi1102,b034,v1088,97,True
bi1103,b034,v1089,98,True
bi1104,b034,v1090,99,True
bi1105,b034,v1091,100,True
bi1106,b031,v1092,61,True
bi1107,b031,v1093,62,True
bi1108,b031,v1094,63,True
bi1109,b031,v1095,64,True
bi1110,b031,v1096,65,True
bi1111,b031,v1097,66,True
bi1112,b031,v1098,67,True
bi1113,b031,v1099,68,True
bi1114,b031,v1100,69,True
bi1115,b031,v1101,70,True
bi1116,b031,v1102,71,True
bi1117,b031,v1103,72,True
bi1118,b031,v1104,73,True
bi1119,b031,v1105,74,True
bi1120,b031,v1106,75,True
bi1121,b031,v1107,76,True
bi1122,b031,v1108,77,True
bi1123,b031,v1109,78,True
bi1124,b031,v1110,79,True
bi1125,b031,v1111,80,True
bi1126,b031,v1112,81,True
bi1127,b031,v1113,82,True
bi1128,b031,v1114,83,True
bi1129,b031,v1115,84,True
bi1130,b031,v1116,85,True
bi1131,b031,v1117,86,True
bi1132,b031,v1118,87,True
bi1133,b031,v1119,88,True
bi1134,b031,v1120,89,True
bi1135,b031,v1121,90,True
bi1136,b031,v1122,91,True
bi1137,b031,v1123,92,True
bi1138,b031,v1124,93,True
bi1139,b031,v1125,94,True
bi1140,b031,v1126,95,True
bi1141,b031,v1127,96,True
bi1142,b031,v1128,97,True
bi1143,b031,v1129,98,True
bi1144,b031,v1130,99,True
bi1145,b031,v1131,100,True
bi1146,b031,v1132,101,True
bi1147,b031,v1133,102,True
bi1148,b031,v1134,103,True
bi1149,b031,v1135,104,True
bi1150,b031,v1136,105,True
bi1151,b031,v1137,106,True
bi1152,b031,v1138,107,True
bi1153,b031,v1139,108,True
bi1154,b031,v1140,109,True
bi1155,b031,v1141,110,True
bi1156,b031,v1142,111,True
bi1157,b031,v1143,112,True
bi1158,b031,v1144,113,True
bi1159,b031,v1145,114,True
bi1160,b031,v1146,115,True
bi1161,b031,v1147,116,True
bi1162,b031,v1148,117,True
bi1163,b031,v1149,118,True
bi1164,b031,v1150,119,True
bi1165,b031,v1151,120,True
bi1166,b038,v1152,1,True
bi1167,b038,v1153,2,True
bi1168,b038,v1154,3,True
bi1169,b038,v1155,4,True
bi1170,b038,v1156,5,True
bi1171,b038,v1157,6,True
bi1172,b038,v1158,7,True
bi1173,b038,v1159,8,True
bi1174,b038,v1160,9,True
bi1175,b038,v1161,10,True
bi1176,b038,v1162,11,True
bi1177,b038,v1163,12,True
bi1178,b038,v1164,13,True
bi1179,b038,v1165,14,True
bi1180,b038,v1166,15,True
bi1181,b038,v1167,16,True
bi1182,b038,v1168,17,True
bi1183,b038,v1169,18,True
bi1184,b038,v1170,19,True
bi1185,b038,v1171,20,True
bi1186,b038,v1172,21,True
bi1187,b038,v1173,22,True
bi1188,b038,v1174,23,True
bi1189,b038,v1175,24,True
bi1190,b038,v1176,25,True
bi1191,b038,v1177,26,True
bi1192,b038,v1178,27,True
bi1193,b038,v1179,28,True
bi1194,b038,v1180,29,True
bi1195,b038,v1181,30,True
bi1196,b038,v1182,31,True
bi1197,b038,v1183,32,True
bi1198,b038,v1184,33,True
bi1199,b038,v1185,34,True
bi1200,b038,v1186,35,True
bi1201,b038,v1187,36,True
bi1202,b038,v1188,37,True
bi1203,b038,v1189,38,True
bi1204,b038,v1190,39,True
bi1205,b038,v1191,40,True
bi1206,b038,v1192,41,True
bi1207,b038,v1193,42,True
bi1208,b038,v1194,43,True
bi1209,b038,v1195,44,True
bi1210,b038,v1196,45,True
bi1211,b038,v1197,46,True
bi1212,b038,v1198,47,True
bi1213,b038,v1199,48,True
bi1214,b038,v1200,49,True
bi1215,b038,v1201,50,True
bi1216,b038,v1202,51,True
bi1217,b038,v1203,52,True
bi1218,b038,v1204,53,True
bi1219,b038,v1205,54,True
bi1220,b038,v1206,55,True
bi1221,b038,v1207,56,True
bi1222,b038,v1208,57,True
bi1223,b038,v1209,58,True
bi1224,b038,v1210,59,True
bi1225,b038,v1211,60,True
bi1226,b038,v1212,61,True
bi1227,b038,v1213,62,True
bi1228,b038,v1214,63,True
bi1229,b038,v1215,64,True
bi1230,b038,v1216,65,True
bi1231,b038,v1217,66,True
bi1232,b038,v1218,67,True
bi1233,b038,v1219,68,True
bi1234,b038,v1220,69,True
bi1235,b038,v1221,70,True
bi1236,b032,v1222,61,True
bi1237,b032,v1223,62,True
bi1238,b032,v1224,63,True
bi1239,b032,v1225,64,True
bi1240,b032,v1226,65,True
bi1241,b032,v1227,66,True
bi1242,b032,v1228,67,True
bi1243,b032,v1229,68,True
bi1244,b032,v1230,69,True
bi1245,b032,v1231,70,True
bi1246,b032,v1232,71,True
bi1247,b032,v1233,72,True
bi1248,b032,v1234,73,True
bi1249,b032,v1235,74,True
bi1250,b032,v1236,75,True
bi1251,b032,v1237,76,True
bi1252,b032,v1238,77,True
bi1253,b032,v1239,78,True
bi1254,b032,v1240,79,True
bi1255,b032,v1241,80,True
bi1256,b032,v1242,81,True
bi1257,b032,v1243,82,True
bi1258,b032,v1244,83,True
bi1259,b032,v1245,84,True
bi1260,b032,v1246,85,True
bi1261,b032,v1247,86,True
bi1262,b032,v1248,87,True
bi1263,b032,v1249,88,True
bi1264,b032,v1250,89,True
bi1265,b032,v1251,90,True
bi1266,b032,v1252,91,True
bi1267,b032,v1253,92,True
bi1268,b032,v1254,93,True
bi1269,b032,v1255,94,True
bi1270,b032,v1256,95,True
bi1271,b032,v1257,96,True
bi1272,b032,v1258,97,True
bi1273,b032,v1259,98,True
bi1274,b032,v1260,99,True
bi1275,b032,v1261,100,True
bi1276,b032,v1262,101,True
bi1277,b032,v1263,102,True
bi1278,b032,v1264,103,True
bi1279,b032,v1265,104,True
bi1280,b032,v1266,105,True
bi1281,b032,v1267,106,True
bi1282,b032,v1268,107,True
bi1283,b032,v1269,108,True
bi1284,b032,v1270,109,True
bi1285,b032,v1271,110,True
bi1286,b032,v1272,111,True
bi1287,b032,v1273,112,True
bi1288,b032,v1274,113,True
bi1289,b032,v1275,114,True
bi1290,b032,v1276,115,True
bi1291,b032,v1277,116,True
bi1292,b032,v1278,117,True
bi1293,b032,v1279,118,True
bi1294,b032,v1280,119,True
bi1295,b032,v1281,120,True
bi1296,b039,v1282,1,True
bi1297,b039,v1283,2,True
bi1298,b039,v1284,3,True
bi1299,b039,v1285,4,True
bi1300,b039,v1286,5,True
bi1301,b039,v1287,6,True
bi1302,b039,v1288,7,True
bi1303,b039,v1289,8,True
bi1304,b039,v1290,9,True
bi1305,b039,v1291,10,True
bi1306,b039,v1292,11,True
bi1307,b039,v1293,12,True
bi1308,b039,v1294,13,True
bi1309,b039,v1295,14,True
bi1310,b039,v1296,15,True
bi1311,b039,v1297,16,True
bi1312,b039,v1298,17,True
bi1313,b039,v1299,18,True
bi1314,b039,v1300,19,True
bi1315,b039,v1301,20,True
bi1316,b039,v1302,21,True
bi1317,b039,v1303,22,True
bi1318,b039,v1304,23,True
bi1319,b039,v1305,24,True
bi1320,b039,v1306,25,True
bi1321,b039,v1307,26,True
bi1322,b039,v1308,27,True
bi1323,b039,v1309,28,True
bi1324,b039,v1310,29,True
bi1325,b039,v1311,30,True
bi1326,b039,v1312,31,True
bi1327,b039,v1313,32,True
bi1328,b039,v1314,33,True
bi1329,b039,v1315,34,True
bi1330,b039,v1316,35,True
bi1331,b039,v1317,36,True
bi1332,b039,v1318,37,True
bi1333,b039,v1319,38,True
bi1334,b039,v1320,39,True
bi1335,b039,v1321,40,True
bi1336,b039,v1322,41,True
bi1337,b039,v1323,42,True
bi1338,b039,v1324,43,True
bi1339,b039,v1325,44,True
bi1340,b039,v1326,45,True
bi1341,b039,v1327,46,True
bi1342,b039,v1328,47,True
bi1343,b039,v1329,48,True
bi1344,b039,v1330,49,True
bi1345,b039,v1331,50,True
bi1346,b030,v1332,61,True
bi1347,b030,v1333,62,True
bi1348,b030,v1334,63,True
bi1349,b030,v1335,64,True
bi1350,b030,v1336,65,True
bi1351,b030,v1337,66,True
bi1352,b030,v1338,67,True
bi1353,b030,v1339,68,True
bi1354,b030,v1340,69,True
bi1355,b030,v1341,70,True
bi1356,b030,v1342,71,True
bi1357,b030,v1343,72,True
bi1358,b030,v1344,73,True
bi1359,b030,v1345,74,True
bi1360,b030,v1346,75,True
bi1361,b030,v1347,76,True
bi1362,b030,v1348,77,True
bi1363,b030,v1349,78,True
bi1364,b030,v1350,79,True
bi1365,b030,v1351,80,True
bi1366,b030,v1352,81,True
bi1367,b030,v1353,82,True
bi1368,b030,v1354,83,True
bi1369,b030,v1355,84,True
bi1370,b030,v1356,85,True
bi1371,b030,v1357,86,True
bi1372,b030,v1358,87,True
bi1373,b030,v1359,88,True
bi1374,b030,v1360,89,True
bi1375,b030,v1361,90,True
bi1376,b030,v1362,91,True
bi1377,b030,v1363,92,True
bi1378,b030,v1364,93,True
bi1379,b030,v1365,94,True
bi1380,b030,v1366,95,True
bi1381,b030,v1367,96,True
bi1382,b030,v1368,97,True
bi1383,b030,v1369,98,True
bi1384,b030,v1370,99,True
bi1385,b030,v1371,100,True
bi1386,b030,v1372,101,True
bi1387,b030,v1373,102,True
bi1388,b030,v1374,103,True
bi1389,b030,v1375,104,True
bi1390,b030,v1376,105,True
bi1391,b030,v1377,106,True
bi1392,b030,v1378,107,True
bi1393,b030,v1379,108,True
bi1394,b030,v1380,109,True
bi1395,b030,v1381,110,True
bi1396,b030,v1382,111,True
bi1397,b030,v1383,112,True
bi1398,b030,v1384,113,True
bi1399,b030,v1385,114,True
bi1400,b030,v1386,115,True
bi1401,b030,v1387,116,True
bi1402,b030,v1388,117,True
bi1403,b030,v1389,118,True
bi1404,b030,v1390,119,True
bi1405,b030,v1391,120,True
