item_id,topic_id,spanish,russian,item_type,gender,number,tags,example_es,example_ru,accepted_answers_es,accepted_answers_ru,explanation,status
v0287,general_library,camiseta,футболка,word,,,odezhda,,,camiseta,футболка,Импортировано из блока «Одежда»,active
v0288,general_library,camisa,рубашка,word,,,odezhda,,,camisa,рубашка,Импортировано из блока «Одежда»,active
v0289,general_library,pantalones,брюки,word,,,odezhda,,,pantalones,брюки,Импортировано из блока «Одежда»,active
v0290,general_library,falda,юбка,word,,,odezhda,,,falda,юбка,Импортировано из блока «Одежда»,active
v0291,general_library,chaqueta,куртка,word,,,odezhda,,,chaqueta,куртка,Импортировано из блока «Одежда»,active
v0292,general_library,shorts,шорты,word,,,odezhda,,,shorts,шорты,Импортировано из блока «Одежда»,active
v0293,general_library,jersey,свитшот,word,,,odezhda,,,jersey,свитшот,Импортировано из блока «Одежда»,active
v0294,general_library,sudadera,худи,word,,,odezhda,,,sudadera,худи,Импортировано из блока «Одежда»,active
v0295,general_library,abrigo,пальто,word,,,odezhda,,,abrigo,пальто,Импортировано из блока «Одежда»,active
v0296,general_library,las medias,колготки,phrase,,,odezhda,,,las medias,колготки,Импортировано из блока «Одежда»,active
v0297,general_library,kimono,кимоно,word,,,odezhda,,,kimono,кимоно,Импортировано из блока «Одежда»,active
v0298,general_library,rebeca,кардиган,word,,,odezhda,,,rebeca,кардиган,Импортировано из блока «Одежда»,active
v0299,general_library,bata,халат,word,,,odezhda,,,bata,халат,Импортировано из блока «Одежда»,active
v0300,general_library,polo,поло,word,,,odezhda,,,polo,поло,Импортировано из блока «Одежда»,active
v0301,general_library,traje,костюм,word,,,odezhda,,,traje,костюм,Импортировано из блока «Одежда»,active
v0302,general_library,blusa,блуза,word,,,odezhda,,,blusa,блуза,Импортировано из блока «Одежда»,active
v0303,general_library,sujetador,лифчик,word,,,odezhda,,,sujetador,лифчик,Импортировано из блока «Одежда»,active
v0304,general_library,bragas,женские трусы,word,,,odezhda,,,bragas,женские трусы,Импортировано из блока «Одежда»,active
v0305,general_library,calzoncillos,мужские трусы,word,,,odezhda,,,calzoncillos,мужские трусы,Импортировано из блока «Одежда»,active
v0306,general_library,calcetines,носки,word,,,odezhda,,,calcetines,носки,Импортировано из блока «Одежда»,active
v0307,general_library,bañadores,купальник,word,,,odezhda,,,bañadores,купальник,Импортировано из блока «Одежда»,active
v0308,general_library,biquini,бикини,word,,,odezhda,,,biquini,бикини,Импортировано из блока «Одежда»,active
v0309,general_library,vaqueros,джинсы,word,,,odezhda,,,vaqueros,джинсы,Импортировано из блока «Одежда»,active
v0310,general_library,gafas,очки,word,,,odezhda,,,gafas,очки,Импортировано из блока «Одежда»,active
v0311,general_library,ser,быть,word,,,glagoly,,,ser,быть,Импортировано из блока «Глаголы»,active
v0312,general_library,tener,иметь,word,,,glagoly,,,tener,иметь,Импортировано из блока «Глаголы»,active
v0313,general_library,llamarse,называться,word,,,glagoly,,,llamarse,называться,Импортировано из блока «Глаголы»,active
v0314,general_library,enseñar,учить чему-то,word,,,glagoly,,,enseñar,учить чему-то,Импортировано из блока «Глаголы»,active
v0315,general_library,hacer,сделать,word,,,glagoly,,,hacer,сделать,Импортировано из блока «Глаголы»,active
v0316,general_library,ir,"идти, ехать",word,,,glagoly,,,ir,"идти, ехать",Импортировано из блока «Глаголы»,active
v0317,general_library,venir,приходить,word,,,glagoly,,,venir,приходить,Импортировано из блока «Глаголы»,active
v0318,general_library,saber,"знать, уметь",word,,,glagoly,,,saber,"знать, уметь",Импортировано из блока «Глаголы»,active
v0319,general_library,ver,смотреть,word,,,glagoly,,,ver,смотреть,Импортировано из блока «Глаголы»,active
v0320,general_library,querer,хотеть,word,,,glagoly,,,querer,хотеть,Импортировано из блока «Глаголы»,active
v0321,general_library,empezar,начать,word,,,glagoly,,,empezar,начать,Импортировано из блока «Глаголы»,active
v0322,general_library,calentar,нагревать,word,,,glagoly,,,calentar,нагревать,Импортировано из блока «Глаголы»,active
v0323,general_library,entender,понимать,word,,,glagoly,,,entender,понимать,Импортировано из блока «Глаголы»,active
v0324,general_library,mentir,лгать,word,,,glagoly,,,mentir,лгать,Импортировано из блока «Глаголы»,active
v0325,general_library,preferir,предпочитать,word,,,glagoly,,,preferir,предпочитать,Импортировано из блока «Глаголы»,active
v0326,general_library,contar,учитывать,word,,,glagoly,,,contar,учитывать,Импортировано из блока «Глаголы»,active
v0327,general_library,costar,стоить,word,,,glagoly,,,costar,стоить,Импортировано из блока «Глаголы»,active
v0328,general_library,probar,пробовать,word,,,glagoly,,,probar,пробовать,Импортировано из блока «Глаголы»,active
v0329,general_library,recordar,помнить,word,,,glagoly,,,recordar,помнить,Импортировано из блока «Глаголы»,active
v0330,general_library,soñar,мечтать,word,,,glagoly,,,soñar,мечтать,Импортировано из блока «Глаголы»,active
v0331,general_library,poder,мочь,word,,,glagoly,,,poder,мочь,Импортировано из блока «Глаголы»,active
v0332,general_library,soler,иметь привычку,word,,,glagoly,,,soler,иметь привычку,Импортировано из блока «Глаголы»,active
v0333,general_library,doler,болеть,word,,,glagoly,,,doler,болеть,Импортировано из блока «Глаголы»,active
v0334,general_library,morder,кусать,word,,,glagoly,,,morder,кусать,Импортировано из блока «Глаголы»,active
v0335,general_library,mover,двигать,word,,,glagoly,,,mover,двигать,Импортировано из блока «Глаголы»,active
v0336,general_library,volver,вернуться,word,,,glagoly,,,volver,вернуться,Импортировано из блока «Глаголы»,active
v0337,general_library,dormir,спать,word,,,glagoly,,,dormir,спать,Импортировано из блока «Глаголы»,active
v0338,general_library,jugar,играть,word,,,glagoly,,,jugar,играть,Импортировано из блока «Глаголы»,active
v0339,general_library,repetir,повторять,word,,,glagoly,,,repetir,повторять,Импортировано из блока «Глаголы»,active
v0340,general_library,sonreir,улыбаться,word,,,glagoly,,,sonreir,улыбаться,Импортировано из блока «Глаголы»,active
v0341,general_library,medir,измерять,word,,,glagoly,,,medir,измерять,Импортировано из блока «Глаголы»,active
v0342,general_library,corregir,исправить,word,,,glagoly,,,corregir,исправить,Импортировано из блока «Глаголы»,active
v0343,general_library,pedir,просить,word,,,glagoly,,,pedir,просить,Импортировано из блока «Глаголы»,active
v0344,general_library,elegir,выбрать,word,,,glagoly,,,elegir,выбрать,Импортировано из блока «Глаголы»,active
v0345,general_library,conseguir,получить,word,,,glagoly,,,conseguir,получить,Импортировано из блока «Глаголы»,active
v0346,general_library,freir,жарить,word,,,glagoly,,,freir,жарить,Импортировано из блока «Глаголы»,active
v0347,general_library,reir,смеяться,word,,,glagoly,,,reir,смеяться,Импортировано из блока «Глаголы»,active
v0348,general_library,servir,подавать,word,,,glagoly,,,servir,подавать,Импортировано из блока «Глаголы»,active
v0349,general_library,suponer,предположить,word,,,glagoly,,,suponer,предположить,Импортировано из блока «Глаголы»,active
v0350,general_library,enfrente de,перед,phrase,,,narechiya_mesta,,,enfrente de,перед,Импортировано из блока «Наречия места»,active
v0351,general_library,detrás de,сзади,phrase,,,narechiya_mesta,,,detrás de,сзади,Импортировано из блока «Наречия места»,active
v0352,general_library,encima de,на,phrase,,,narechiya_mesta,,,encima de,на,Импортировано из блока «Наречия места»,active
v0353,general_library,cerca de,рядом,phrase,,,narechiya_mesta,,,cerca de,рядом,Импортировано из блока «Наречия места»,active
v0354,general_library,sobre,над,word,,,narechiya_mesta,,,sobre,над,Импортировано из блока «Наречия места»,active
v0355,general_library,al lado de,рядом,phrase,,,narechiya_mesta,,,al lado de,рядом,Импортировано из блока «Наречия места»,active
v0356,general_library,a la izquierda de,слева,phrase,,,narechiya_mesta,,,a la izquierda de,слева,Импортировано из блока «Наречия места»,active
v0357,general_library,a la derecha de,справа,phrase,,,narechiya_mesta,,,a la derecha de,справа,Импортировано из блока «Наречия места»,active
v0358,general_library,debajo de,под,phrase,,,narechiya_mesta,,,debajo de,под,Импортировано из блока «Наречия места»,active
v0359,general_library,alrededor de,вокруг,phrase,,,narechiya_mesta,,,alrededor de,вокруг,Импортировано из блока «Наречия места»,active
v0360,general_library,fuera de,снаружи,phrase,,,narechiya_mesta,,,fuera de,снаружи,Импортировано из блока «Наречия места»,active
v0361,general_library,dentro de,внутри,phrase,,,narechiya_mesta,,,dentro de,внутри,Импортировано из блока «Наречия места»,active
v0362,general_library,entre,между,word,,,narechiya_mesta,,,entre,между,Импортировано из блока «Наречия места»,active
v0363,general_library,estar enfermo,болеть,phrase,,,vyrazheniya_estar,,,estar enfermo,болеть,Импортировано из блока «Выражения estar»,active
v0364,general_library,estar resfriado,быть простуженным,phrase,,,vyrazheniya_estar,,,estar resfriado,быть простуженным,Импортировано из блока «Выражения estar»,active
v0365,general_library,estar cansado,чувствовать усталость,phrase,,,vyrazheniya_estar,,,estar cansado,чувствовать усталость,Импортировано из блока «Выражения estar»,active
v0366,general_library,estar agotado,быть истощенным,phrase,,,vyrazheniya_estar,,,estar agotado,быть истощенным,Импортировано из блока «Выражения estar»,active
v0367,general_library,estar contento,быть счастливым,phrase,,,vyrazheniya_estar,,,estar contento,быть счастливым,Импортировано из блока «Выражения estar»,active
v0368,general_library,estar triste,грустить,phrase,,,vyrazheniya_estar,,,estar triste,грустить,Импортировано из блока «Выражения estar»,active
v0369,general_library,estar aburrido,скучать,phrase,,,vyrazheniya_estar,,,estar aburrido,скучать,Импортировано из блока «Выражения estar»,active
v0370,general_library,estar enfadado,злиться,phrase,,,vyrazheniya_estar,,,estar enfadado,злиться,Импортировано из блока «Выражения estar»,active
v0371,general_library,estar de buen humor,быть в хорошем настроении,phrase,,,vyrazheniya_estar,,,estar de buen humor,быть в хорошем настроении,Импортировано из блока «Выражения estar»,active
v0372,general_library,estar de mal humor,быть в плохом настроении,phrase,,,vyrazheniya_estar,,,estar de mal humor,быть в плохом настроении,Импортировано из блока «Выражения estar»,active
v0373,general_library,estar preocupado,быть обеспокоенным,phrase,,,vyrazheniya_estar,,,estar preocupado,быть обеспокоенным,Импортировано из блока «Выражения estar»,active
v0374,general_library,estar nervioso,нервничать,phrase,,,vyrazheniya_estar,,,estar nervioso,нервничать,Импортировано из блока «Выражения estar»,active
v0375,general_library,estar casado,быть женатым,phrase,,,vyrazheniya_estar,,,estar casado,быть женатым,Импортировано из блока «Выражения estar»,active
v0376,general_library,estar divorciado,быть в разводе,phrase,,,vyrazheniya_estar,,,estar divorciado,быть в разводе,Импортировано из блока «Выражения estar»,active
v0377,general_library,estar ocupado,быть занятым чем-то,phrase,,,vyrazheniya_estar,,,estar ocupado,быть занятым чем-то,Импортировано из блока «Выражения estar»,active
v0378,general_library,estar libre,быть свободным,phrase,,,vyrazheniya_estar,,,estar libre,быть свободным,Импортировано из блока «Выражения estar»,active
v0379,general_library,estar seguro,быть уверенным,phrase,,,vyrazheniya_estar,,,estar seguro,быть уверенным,Импортировано из блока «Выражения estar»,active
v0380,general_library,estar sano,быть здоровым,phrase,,,vyrazheniya_estar,,,estar sano,быть здоровым,Импортировано из блока «Выражения estar»,active
v0381,general_library,estar acostumbrado,привыкнуть,phrase,,,vyrazheniya_estar,,,estar acostumbrado,привыкнуть,Импортировано из блока «Выражения estar»,active
v0382,general_library,estar harto,быть по горло сытым,phrase,,,vyrazheniya_estar,,,estar harto,быть по горло сытым,Импортировано из блока «Выражения estar»,active
v0383,general_library,estar de pie,стоять,phrase,,,vyrazheniya_estar,,,estar de pie,стоять,Импортировано из блока «Выражения estar»,active
v0384,general_library,estar sentado,сидеть,phrase,,,vyrazheniya_estar,,,estar sentado,сидеть,Импортировано из блока «Выражения estar»,active
v0385,general_library,estar tumbado,лежать,phrase,,,vyrazheniya_estar,,,estar tumbado,лежать,Импортировано из блока «Выражения estar»,active
v0386,general_library,estar dormido,спать,phrase,,,vyrazheniya_estar,,,estar dormido,спать,Импортировано из блока «Выражения estar»,active
v0387,general_library,estar despierto,бодрствовать,phrase,,,vyrazheniya_estar,,,estar despierto,бодрствовать,Импортировано из блока «Выражения estar»,active
v0388,general_library,estar de acuerdo,быть согласным,phrase,,,vyrazheniya_estar,,,estar de acuerdo,быть согласным,Импортировано из блока «Выражения estar»,active
v0389,general_library,estar abierto,быть открытым,phrase,,,vyrazheniya_estar,,,estar abierto,быть открытым,Импортировано из блока «Выражения estar»,active
v0390,general_library,estar cerrado,быть закрытым,phrase,,,vyrazheniya_estar,,,estar cerrado,быть закрытым,Импортировано из блока «Выражения estar»,active
v0391,general_library,estar deprimido,быть подавленным,phrase,,,vyrazheniya_estar,,,estar deprimido,быть подавленным,Импортировано из блока «Выражения estar»,active
v0392,general_library,estar lleno de,"быть наполненным (например, энергией)",phrase,,,vyrazheniya_estar,,,estar lleno de,"быть наполненным (например, энергией)",Импортировано из блока «Выражения estar»,active
v0393,general_library,actor,актриса,word,,,professii,,,actor,актриса,Импортировано из блока «Профессии»,active
v0394,general_library,administrativo,администратор,word,,,professii,,,administrativo,администратор,Импортировано из блока «Профессии»,active
v0395,general_library,arquitecto,архитектор,word,,,professii,,,arquitecto,архитектор,Импортировано из блока «Профессии»,active
v0396,general_library,bombero,пожарный,word,,,professii,,,bombero,пожарный,Импортировано из блока «Профессии»,active
v0397,general_library,cajero,касса,word,,,professii,,,cajero,касса,Импортировано из блока «Профессии»,active
v0398,general_library,camarero,официант,word,,,professii,,,camarero,официант,Импортировано из блока «Профессии»,active
v0399,general_library,cartero,почтальон,word,,,professii,,,cartero,почтальон,Импортировано из блока «Профессии»,active
v0400,general_library,cientifico,ученый,word,,,professii,,,cientifico,ученый,Импортировано из блока «Профессии»,active
v0401,general_library,cocinero,повар,word,,,professii,,,cocinero,повар,Импортировано из блока «Профессии»,active
v0402,general_library,dentista,стоматолог,word,,,professii,,,dentista,стоматолог,Импортировано из блока «Профессии»,active
v0403,general_library,electricista,электрик,word,,,professii,,,electricista,электрик,Импортировано из блока «Профессии»,active
v0404,general_library,fotografo,фотограф,word,,,professii,,,fotografo,фотограф,Импортировано из блока «Профессии»,active
v0405,general_library,juez,судья,word,,,professii,,,juez,судья,Импортировано из блока «Профессии»,active
v0406,general_library,mecánico,механик,word,,,professii,,,mecánico,механик,Импортировано из блока «Профессии»,active
v0407,general_library,medico,медик,word,,,professii,,,medico,медик,Импортировано из блока «Профессии»,active
v0408,general_library,peluquero,парикмахер,word,,,professii,,,peluquero,парикмахер,Импортировано из блока «Профессии»,active
v0409,general_library,profesor,учитель,word,,,professii,,,profesor,учитель,Импортировано из блока «Профессии»,active
v0410,general_library,periodista,журналист,word,,,professii,,,periodista,журналист,Импортировано из блока «Профессии»,active
v0411,general_library,policia,полицейский,word,,,professii,,,policia,полицейский,Импортировано из блока «Профессии»,active
v0412,general_library,programador,программист,word,,,professii,,,programador,программист,Импортировано из блока «Профессии»,active
v0413,general_library,amor de su vida,любовь всей жизни,phrase,,,vyrazheniya,,,amor de su vida,любовь всей жизни,Импортировано из блока «Выражения»,active
v0414,general_library,qué te parece?,что думаешь?,phrase,,,vyrazheniya,,,qué te parece?,что думаешь?,Импортировано из блока «Выражения»,active
v0415,general_library,de acuerdo,согласен,phrase,,,vyrazheniya,,,de acuerdo,согласен,Импортировано из блока «Выражения»,active
v0416,general_library,hay que,нужно что-то сделать,phrase,,,vyrazheniya,,,hay que,нужно что-то сделать,Импортировано из блока «Выражения»,active
v0417,general_library,tener ganas,хотеть чего-то,phrase,,,vyrazheniya,,,tener ganas,хотеть чего-то,Импортировано из блока «Выражения»,active
v0418,general_library,disfrutar de la vida,наслаждаться жизнью,phrase,,,vyrazheniya,,,disfrutar de la vida,наслаждаться жизнью,Импортировано из блока «Выражения»,active
v0419,general_library,de nada,не за что,phrase,,,vyrazheniya,,,de nada,не за что,Импортировано из блока «Выражения»,active
v0420,general_library,montar a caballo,ехать верхом на лошади,phrase,,,vyrazheniya,,,montar a caballo,ехать верхом на лошади,Импортировано из блока «Выражения»,active
v0421,general_library,no para de,останавливаться,phrase,,,vyrazheniya,,,no para de,останавливаться,Импортировано из блока «Выражения»,active
v0422,general_library,cállate la boca,заткнись!,phrase,,,vyrazheniya,,,cállate la boca,заткнись!,Импортировано из блока «Выражения»,active
v0423,general_library,qué pena,как жаль,phrase,,,vyrazheniya,,,qué pena,как жаль,Импортировано из блока «Выражения»,active
v0424,general_library,lo siento,Я сожалею,phrase,,,vyrazheniya,,,lo siento,Я сожалею,Импортировано из блока «Выражения»,active
v0425,general_library,no puede ser,не может быть!,phrase,,,vyrazheniya,,,no puede ser,не может быть!,Импортировано из блока «Выражения»,active
v0426,general_library,dios mio,боже мой,phrase,,,vyrazheniya,,,dios mio,боже мой,Импортировано из блока «Выражения»,active
v0427,general_library,tomar un taxi,взять такси,phrase,,,vyrazheniya,,,tomar un taxi,взять такси,Импортировано из блока «Выражения»,active
v0428,general_library,qué casualidad!,какая случайность!,phrase,,,vyrazheniya,,,qué casualidad!,какая случайность!,Импортировано из блока «Выражения»,active
v0429,general_library,a decir verdad,честно говоря,phrase,,,vyrazheniya,,,a decir verdad,честно говоря,Импортировано из блока «Выражения»,active
v0430,general_library,encontrarse con,встретиться с кем-то,phrase,,,vyrazheniya,,,encontrarse con,встретиться с кем-то,Импортировано из блока «Выражения»,active
v0431,general_library,Dios mío,боже мой!,phrase,,,vyrazheniya,,,Dios mío,боже мой!,Импортировано из блока «Выражения»,active
v0432,general_library,al mismo tiempo,одновременно,phrase,,,vyrazheniya,,,al mismo tiempo,одновременно,Импортировано из блока «Выражения»,active
v0433,general_library,qué pena!,какая жалость,phrase,,,vyrazheniya,,,qué pena!,какая жалость,Импортировано из блока «Выражения»,active
v0434,general_library,Qué te pasa?,Что с тобой?,phrase,,,vyrazheniya,,,Qué te pasa?,Что с тобой?,Импортировано из блока «Выражения»,active
v0435,general_library,ser aficionado a algo,быть увлеченным чем-то,phrase,,,vyrazheniya,,,ser aficionado a algo,быть увлеченным чем-то,Импортировано из блока «Выражения»,active
v0436,general_library,de vez en cuando,время от времени,phrase,,,vyrazheniya,,,de vez en cuando,время от времени,Импортировано из блока «Выражения»,active
v0437,body,la cabeza,голова,noun,f,singular,"body,a1",Me duele la cabeza.,У меня болит голова.,cabeza,голова,Базовая лексика по теме «Части тела».,active
v0438,body,la cara,лицо,noun,f,singular,"body,a1",Tiene la cara sano.,У него здоровая лицо.,cara,лицо,Базовая лексика по теме «Части тела».,active
v0439,body,el pelo,волосы,noun,m,singular,"body,a1",Lávate el pelo.,Помой волосы.,pelo,волосы,Базовая лексика по теме «Части тела».,active
v0440,body,la frente,лоб,noun,f,singular,"body,a1",Me duele la frente.,У меня болит лоб.,frente,лоб,Базовая лексика по теме «Части тела».,active
v0441,body,el ojo,глаз,noun,m,singular,"body,a1",Tiene el ojo sano.,У него здоровый глаз.,ojo,глаз,Базовая лексика по теме «Части тела».,active
v0442,body,la oreja,ухо,noun,f,singular,"body,a1",Lávate la oreja.,Помой ухо.,oreja,ухо,Базовая лексика по теме «Части тела».,active
v0443,body,la nariz,нос,noun,f,singular,"body,a1",Me duele la nariz.,У меня болит нос.,nariz,нос,Базовая лексика по теме «Части тела».,active
v0444,body,la boca,рот,noun,f,singular,"body,a1",Tiene la boca sano.,У него здоровая рот.,boca,рот,Базовая лексика по теме «Части тела».,active
v0445,body,el labio,губа,noun,m,singular,"body,a1",Lávate el labio.,Помой губа.,labio,губа,Базовая лексика по теме «Части тела».,active
v0446,body,el diente,зуб,noun,m,singular,"body,a1",Me duele el diente.,У меня болит зуб.,diente,зуб,Базовая лексика по теме «Части тела».,active
v0447,body,la lengua,язык,noun,f,singular,"body,a1",Tiene la lengua sano.,У него здоровая язык.,lengua,язык,Базовая лексика по теме «Части тела».,active
v0448,body,la mejilla,щека,noun,f,singular,"body,a1",Lávate la mejilla.,Помой щека.,mejilla,щека,Базовая лексика по теме «Части тела».,active
v0449,body,la barbilla,подбородок,noun,f,singular,"body,a1",Me duele la barbilla.,У меня болит подбородок.,barbilla,подбородок,Базовая лексика по теме «Части тела».,active
v0450,body,el cuello,шея,noun,m,singular,"body,a1",Tiene el cuello sano.,У него здоровый шея.,cuello,шея,Базовая лексика по теме «Части тела».,active
v0451,body,el hombro,плечо,noun,m,singular,"body,a1",Lávate el hombro.,Помой плечо.,hombro,плечо,Базовая лексика по теме «Части тела».,active
v0452,body,el brazo,рука,noun,m,singular,"body,a1",Me duele el brazo.,У меня болит рука.,brazo,рука,Базовая лексика по теме «Части тела».,active
v0453,body,el codo,локоть,noun,m,singular,"body,a1",Tiene el codo sano.,У него здоровый локоть.,codo,локоть,Базовая лексика по теме «Части тела».,active
v0454,body,la muñeca,запястье,noun,f,singular,"body,a1",Lávate la muñeca.,Помой запястье.,muñeca,запястье,Базовая лексика по теме «Части тела».,active
v0455,body,la mano,кисть,noun,f,singular,"body,a1",Me duele la mano.,У меня болит кисть.,mano,кисть,Базовая лексика по теме «Части тела».,active
v0456,body,el dedo,палец,noun,m,singular,"body,a1",Tiene el dedo sano.,У него здоровый палец.,dedo,палец,Базовая лексика по теме «Части тела».,active
v0457,body,el pulgar,большой палец,noun,m,singular,"body,a1",Lávate el pulgar.,Помой большой палец.,pulgar,большой палец,Базовая лексика по теме «Части тела».,active
v0458,body,la uña,ноготь,noun,f,singular,"body,a1",Me duele la uña.,У меня болит ноготь.,uña,ноготь,Базовая лексика по теме «Части тела».,active
v0459,body,el pecho,грудь,noun,m,singular,"body,a1",Tiene el pecho sano.,У него здоровый грудь.,pecho,грудь,Базовая лексика по теме «Части тела».,active
v0460,body,la espalda,спина,noun,f,singular,"body,a1",Lávate la espalda.,Помой спина.,espalda,спина,Базовая лексика по теме «Части тела».,active
v0461,body,el vientre,живот,noun,m,singular,"body,a1",Me duele el vientre.,У меня болит живот.,vientre,живот,Базовая лексика по теме «Части тела».,active
v0462,body,la cintura,талия,noun,f,singular,"body,a1",Tiene la cintura sano.,У него здоровая талия.,cintura,талия,Базовая лексика по теме «Части тела».,active
v0463,body,la cadera,бедро,noun,f,singular,"body,a1",Lávate la cadera.,Помой бедро.,cadera,бедро,Базовая лексика по теме «Части тела».,active
v0464,body,la rodilla,колено,noun,f,singular,"body,a1",Me duele la rodilla.,У меня болит колено.,rodilla,колено,Базовая лексика по теме «Части тела».,active
v0465,body,la pierna,нога,noun,f,singular,"body,a1",Tiene la pierna sano.,У него здоровая нога.,pierna,нога,Базовая лексика по теме «Части тела».,active
v0466,body,la espinilla,голень,noun,f,singular,"body,a1",Lávate la espinilla.,Помой голень.,espinilla,голень,Базовая лексика по теме «Части тела».,active
v0467,body,el tobillo,лодыжка,noun,m,singular,"body,a1",Me duele el tobillo.,У меня болит лодыжка.,tobillo,лодыжка,Базовая лексика по теме «Части тела».,active
v0468,body,el pie,ступня,noun,m,singular,"body,a1",Tiene el pie sano.,У него здоровый ступня.,pie,ступня,Базовая лексика по теме «Части тела».,active
v0469,body,el talón,пятка,noun,m,singular,"body,a1",Lávate el talón.,Помой пятка.,talón,пятка,Базовая лексика по теме «Части тела».,active
v0470,body,el dedo del pie,палец ноги,noun,m,singular,"body,a1",Me duele el dedo del pie.,У меня болит палец ноги.,dedo dpie,палец ноги,Базовая лексика по теме «Части тела».,active
v0471,body,el corazón,сердце,noun,m,singular,"body,a1",Tiene el corazón sano.,У него здоровый сердце.,corazón,сердце,Базовая лексика по теме «Части тела».,active
v0472,body,el cerebro,мозг,noun,m,singular,"body,a1",Lávate el cerebro.,Помой мозг.,cerebro,мозг,Базовая лексика по теме «Части тела».,active
v0473,body,los pulmones,лёгкие,noun,m,singular,"body,a1",Me duele los pulmones.,У меня болит лёгкие.,pulmones,лёгкие,Базовая лексика по теме «Части тела».,active
v0474,body,el estómago,желудок,noun,m,singular,"body,a1",Tiene el estómago sano.,У него здоровый желудок.,estómago,желудок,Базовая лексика по теме «Части тела».,active
v0475,body,el hígado,печень,noun,m,singular,"body,a1",Lávate el hígado.,Помой печень.,hígado,печень,Базовая лексика по теме «Части тела».,active
v0476,body,el riñón,почка,noun,m,singular,"body,a1",Me duele el riñón.,У меня болит почка.,riñón,почка,Базовая лексика по теме «Части тела».,active
v0477,body,la sangre,кровь,noun,f,singular,"body,a1",Tiene la sangre sano.,У него здоровая кровь.,sangre,кровь,Базовая лексика по теме «Части тела».,active
v0478,body,la piel,кожа,noun,f,singular,"body,a1",Lávate la piel.,Помой кожа.,piel,кожа,Базовая лексика по теме «Части тела».,active
v0479,body,el hueso,кость,noun,m,singular,"body,a1",Me duele el hueso.,У меня болит кость.,hueso,кость,Базовая лексика по теме «Части тела».,active
v0480,body,el músculo,мышца,noun,m,singular,"body,a1",Tiene el músculo sano.,У него здоровый мышца.,músculo,мышца,Базовая лексика по теме «Части тела».,active
v0481,body,la articulación,сустав,noun,f,singular,"body,a1",Lávate la articulación.,Помой сустав.,articulación,сустав,Базовая лексика по теме «Части тела».,active
v0482,body,el nervio,нерв,noun,m,singular,"body,a1",Me duele el nervio.,У меня болит нерв.,nervio,нерв,Базовая лексика по теме «Части тела».,active
v0483,body,la garganta,горло,noun,f,singular,"body,a1",Tiene la garganta sano.,У него здоровая горло.,garganta,горло,Базовая лексика по теме «Части тела».,active
v0484,body,la ceja,бровь,noun,f,singular,"body,a1",Lávate la ceja.,Помой бровь.,ceja,бровь,Базовая лексика по теме «Части тела».,active
v0485,body,la pestaña,ресница,noun,f,singular,"body,a1",Me duele la pestaña.,У меня болит ресница.,pestaña,ресница,Базовая лексика по теме «Части тела».,active
v0486,body,el dedo índice,указательный палец,noun,m,singular,"body,a1",Tiene el dedo índice sano.,У него здоровый указательный палец.,dedo índice,указательный палец,Базовая лексика по теме «Части тела».,active
v0487,body,el dedo medio,средний палец,noun,m,singular,"body,a1",Lávate el dedo medio.,Помой средний палец.,dedo medio,средний палец,Базовая лексика по теме «Части тела».,active
v0488,body,el dedo anular,безымянный палец,noun,m,singular,"body,a1",Me duele el dedo anular.,У меня болит безымянный палец.,dedo anular,безымянный палец,Базовая лексика по теме «Части тела».,active
v0489,body,el meñique,мизинец,noun,m,singular,"body,a1",Tiene el meñique sano.,У него здоровый мизинец.,meñique,мизинец,Базовая лексика по теме «Части тела».,active
v0490,body,el pecho izquierdo,левая грудь,noun,m,singular,"body,a1",Lávate el pecho izquierdo.,Помой левая грудь.,pecho izquierdo,левая грудь,Базовая лексика по теме «Части тела».,active
v0491,body,la mandíbula,челюсть,noun,f,singular,"body,a1",Me duele la mandíbula.,У меня болит челюсть.,mandíbula,челюсть,Базовая лексика по теме «Части тела».,active
v0492,body,la frente alta,высокий лоб,noun,f,singular,"body,a1",Tiene la frente alta sano.,У него здоровая высокий лоб.,frente alta,высокий лоб,Базовая лексика по теме «Части тела».,active
v0493,body,el talón de Aquiles,ахиллово сухожилие,noun,m,singular,"body,a1",Lávate el talón de Aquiles.,Помой ахиллово сухожилие.,talón de Aquiles,ахиллово сухожилие,Базовая лексика по теме «Части тела».,active
v0494,body,la palma,ладонь,noun,f,singular,"body,a1",Me duele la palma.,У меня болит ладонь.,palma,ладонь,Базовая лексика по теме «Части тела».,active
v0495,body,el pecho derecho,правая грудь,noun,m,singular,"body,a1",Tiene el pecho derecho sano.,У него здоровый правая грудь.,pecho derecho,правая грудь,Базовая лексика по теме «Части тела».,active
v0496,body,la sien,висок,noun,f,singular,"body,a1",Lávate la sien.,Помой висок.,sien,висок,Базовая лексика по теме «Части тела».,active
v0497,family,la madre,мама,noun,f,singular,"family,a1",Mi padre trabaja en Madrid.,Мой папа работает в Мадриде.,madre,мама,Базовая лексика по теме «Семья».,active
v0498,family,el padre,папа,noun,m,singular,"family,a1",Mi hermano estudia español.,Мой брат изучает испанский.,padre,папа,Базовая лексика по теме «Семья».,active
v0499,family,la mamá,мама,noun,f,singular,"family,a1",Tengo una hermana menor.,У меня есть младшая сестра.,mamá,мама,Базовая лексика по теме «Семья».,active
