task_id,topic_id,task_type,instruction,prompt,correct_answer,accepted_answers,error_explanation,status
g0200,preterito_perfecto,translation,Переведи на испанский,Они приняли решение.,Han tomado una decisión.,Han tomado una decisión.,han + participio.,active
g0201,preterito_indefinido,multiple_choice,Выбери правильную форму,Ayer yo ___ al cine.,fui,fui,Завершённое действие в прошлом — indefinido.,active
g0202,preterito_indefinido,multiple_choice,Выбери правильную форму,El año pasado nosotros ___ en Madrid.,estuvimos,estuvimos,Конкретный завершённый период в прошлом.,active
g0203,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ la carta anoche.,escribiste,escribiste,anoche тянет indefinido.,active
g0204,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ temprano ayer.,llegó,llegó,ayer — завершённое время.,active
g0205,preterito_indefinido,multiple_choice,Выбери правильную форму,Ellos ___ la verdad.,dijeron,dijeron,Индивидуальное завершённое действие.,active
g0206,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ mucho café esta mañana.,bebí,bebí,Закрытый период в прошлом.,active
g0207,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ el partido el domingo.,vimos,vimos,Конкретный день в прошлом.,active
g0208,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ las llaves en casa.,dejaste,dejaste,Один завершённый факт.,active
g0209,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ en 1998.,nació,nació,Год рождения — indefinido.,active
g0210,preterito_indefinido,multiple_choice,Выбери правильную форму,Ustedes ___ tarde.,salieron,salieron,Завершённое действие.,active
g0211,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ a Ana el lunes.,vi,vi,Конкретный день в прошлом.,active
g0212,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ mucho en vacaciones.,viajamos,viajamos,Завершённый период.,active
g0213,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ español en la universidad.,aprendiste,aprendiste,Завершённый факт в прошлом.,active
g0214,preterito_indefinido,multiple_choice,Выбери правильную форму,Él ___ una decisión difícil.,tomó,tomó,Завершённый факт.,active
g0215,preterito_indefinido,multiple_choice,Выбери правильную форму,Ellas ___ la puerta.,abrieron,abrieron,Один завершённый факт.,active
g0216,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ mis deberes ayer.,hice,hice,ayer — indefinido.,active
g0217,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ tarde a la fiesta.,llegamos,llegamos,Завершённый факт.,active
g0218,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ la verdad.,supiste,supiste,Однократное завершённое действие.,active
g0219,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ el vaso.,rompió,rompió,Завершённый факт.,active
g0220,preterito_indefinido,multiple_choice,Выбери правильную форму,Ellos ___ muy bien.,comieron,comieron,Завершённый приём пищи.,active
g0221,preterito_indefinido,multiple_choice,Выбери правильную форму,Yo ___ enfermo la semana pasada.,estuve,estuve,Состояние в завершённом периоде.,active
g0222,preterito_indefinido,multiple_choice,Выбери правильную форму,Nosotros ___ en Barcelona en 2022.,vivimos,vivimos,Завершённый период.,active
g0223,preterito_indefinido,multiple_choice,Выбери правильную форму,Tú ___ el problema solo.,resolviste,resolviste,Завершённое действие.,active
g0224,preterito_indefinido,multiple_choice,Выбери правильную форму,Ella ___ el libro en dos días.,leyó,leyó,Факт завершён.,active
g0225,preterito_indefinido,multiple_choice,Выбери правильную форму,Vosotros ___ ayer por la noche.,volvisteis,volvisteis,Завершённое действие.,active
g0226,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (ir) al banco ayer.,fui,fui,Форма indefinido от ir.,active
g0227,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (hacer) la tarea anoche.,hiciste,hiciste,Форма indefinido от hacer.,active
g0228,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (tener) un problema.,tuvo,tuvo,Форма indefinido от tener.,active
g0229,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (estar) en casa el domingo.,estuvimos,estuvimos,Форма indefinido от estar.,active
g0230,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (decir) la verdad.,dijeron,dijeron,Форма indefinido от decir.,active
g0231,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (ver) a Marta ayer.,vi,vi,Форма indefinido от ver.,active
g0232,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (poner) la mesa.,pusiste,pusiste,Форма indefinido от poner.,active
g0233,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (venir) temprano.,vino,vino,Форма indefinido от venir.,active
g0234,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (poder) entrar.,pudimos,pudimos,Форма indefinido от poder.,active
g0235,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (saber) la respuesta.,supieron,supieron,Форма indefinido от saber.,active
g0236,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (querer) hablar contigo.,quise,quise,Форма indefinido от querer.,active
g0237,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (leer) el libro.,leíste,leíste,Форма indefinido от leer.,active
g0238,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (abrir) la ventana.,abrió,abrió,Правильная форма indefinido.,active
g0239,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (romper) el vaso.,rompimos,rompimos,Правильная форма indefinido.,active
g0240,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (volver) tarde.,volvieron,volvieron,Правильная форма indefinido.,active
g0241,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (nacer) en 1990.,nací,nací,Год рождения — indefinido.,active
g0242,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (salir) muy tarde.,saliste,saliste,Правильная форма indefinido.,active
g0243,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (traer) café.,trajo,trajo,Неправильная форма indefinido.,active
g0244,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (andar) mucho.,anduvimos,anduvimos,Неправильная форма indefinido.,active
g0245,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (traducir) el texto.,tradujeron,tradujeron,Неправильная форма indefinido.,active
g0246,preterito_indefinido,fill_form,Вставь правильную форму,Yo ___ (comer) paella.,comí,comí,Правильная форма indefinido.,active
g0247,preterito_indefinido,fill_form,Вставь правильную форму,Tú ___ (beber) agua.,bebiste,bebiste,Правильная форма indefinido.,active
g0248,preterito_indefinido,fill_form,Вставь правильную форму,Ella ___ (escribir) una nota.,escribió,escribió,Правильная форма indefinido.,active
g0249,preterito_indefinido,fill_form,Вставь правильную форму,Nosotros ___ (vivir) allí.,vivimos,vivimos,Правильная форма indefinido.,active
g0250,preterito_indefinido,fill_form,Вставь правильную форму,Ellos ___ (llegar) tarde.,llegaron,llegaron,Правильная форма indefinido.,active
g0251,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ayer he ido al cine.,Ayer fui al cine.,Ayer fui al cine.,С ayer обычно используется indefinido.,active
g0252,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Yo hacé la tarea anoche.,Yo hice la tarea anoche.,Yo hice la tarea anoche.,Неправильная форма: hice.,active
g0253,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ella ha llegado ayer.,Ella llegó ayer.,Ella llegó ayer.,Ayer требует indefinido.,active
g0254,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Nosotros fuimos visto la película.,Nosotros vimos la película.,Nosotros vimos la película.,Нужна простая форма indefinido.,active
g0255,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Él estuve en casa.,Él estuvo en casa.,Él estuvo en casa.,С él форма estuvo.,active
g0256,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Tú dijiste la verdad ayer? -> usa perfecto,¿Dijiste la verdad ayer?,¿Dijiste la verdad ayer?,Ayer требует indefinido.,active
g0257,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Yo sabí la respuesta.,Yo supe la respuesta.,Yo supe la respuesta.,Неправильная форма: supe.,active
g0258,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Nosotros andamos mucho ayer. (значение caminar),Nosotros anduvimos mucho ayer.,Nosotros anduvimos mucho ayer.,В indefinido от andar — anduvimos.,active
g0259,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ella escribó una carta.,Ella escribió una carta.,Ella escribió una carta.,Неправильное окончание: escribió.,active
g0260,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ellos tenieron un problema.,Ellos tuvieron un problema.,Ellos tuvieron un problema.,Неправильная форма: tuvieron.,active
g0261,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Yo he nacido en 1995.,Yo nací en 1995.,Yo nací en 1995.,Год рождения — indefinido.,active
g0262,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Tú pudistemos entrar.,Nosotros pudimos entrar.,Nosotros pudimos entrar.,Неверное лицо и форма.,active
g0263,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ella traió café.,Ella trajo café.,Ella trajo café.,Неправильная форма: trajo.,active
g0264,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Nosotros ponermos la mesa.,Nosotros pusimos la mesa.,Nosotros pusimos la mesa.,Неправильная форма: pusimos.,active
g0265,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ellos saliron tarde.,Ellos salieron tarde.,Ellos salieron tarde.,Неправильная форма: salieron.,active
g0266,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Yo viní temprano.,Yo vine temprano.,Yo vine temprano.,Неправильная форма: vine.,active
g0267,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Tú hizo la tarea.,Tú hiciste la tarea.,Tú hiciste la tarea.,С tú форма hiciste.,active
g0268,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Él rompieron el vaso.,Él rompió el vaso.,Él rompió el vaso.,С él форма rompió.,active
g0269,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Nosotros leímos el libro ayer. -> use perfect,Nosotros leímos el libro ayer.,Nosotros leímos el libro ayer.,Ayer требует indefinido.,active
g0270,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Yo estuve enferma hoy. (для сегодня лучше perfecto),Hoy he estado enferma.,Hoy he estado enferma.,Сегодня часто требует perfecto.,active
g0271,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ella lleguó tarde.,Ella llegó tarde.,Ella llegó tarde.,Неправильное написание: llegó.,active
g0272,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Nosotros decidimos ayer? -> use perfect,¿Decidimos ayer?,¿Decidimos ayer?,Ayer требует indefinido.,active
g0273,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Yo bebi ayer demasiado café.,Yo bebí ayer demasiado café.,Yo bebí ayer demasiado café.,Нужен акцент: bebí.,active
g0274,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Tú vivistemos allí.,Nosotros vivimos allí.,Nosotros vivimos allí.,Неверное лицо.,active
g0275,preterito_indefinido,fix_error,Исправь ошибку,Corrige: Ellos abrieron la puerta.,Ellos abrieron la puerta.,Ellos abrieron la puerta.,Правильная форма уже abrieron.,active
g0276,preterito_indefinido,translation,Переведи на испанский,Вчера я ходил в кино.,Ayer fui al cine.,Ayer fui al cine.,Ayer требует indefinido.,active
g0277,preterito_indefinido,translation,Переведи на испанский,Мы были в Мадриде в прошлом году.,Estuvimos en Madrid el año pasado.,Estuvimos en Madrid el año pasado.,Завершённый период в прошлом.,active
g0278,preterito_indefinido,translation,Переведи на испанский,Ты написал письмо вчера вечером.,Escribiste la carta anoche.,Escribiste la carta anoche.,anoche требует indefinido.,active
g0279,preterito_indefinido,translation,Переведи на испанский,Она пришла рано.,Llegó temprano.,Llegó temprano.,Завершённый факт.,active
g0280,preterito_indefinido,translation,Переведи на испанский,Они сказали правду.,Dijeron la verdad.,Dijeron la verdad.,Завершённый факт.,active
g0281,preterito_indefinido,translation,Переведи на испанский,Я сделал домашнее задание вчера.,Hice la tarea ayer.,Hice la tarea ayer.,ayer — indefinido.,active
g0282,preterito_indefinido,translation,Переведи на испанский,Мы посмотрели матч в воскресенье.,Vimos el partido el domingo.,Vimos el partido el domingo.,Конкретный день в прошлом.,active
g0283,preterito_indefinido,translation,Переведи на испанский,Ты оставил ключи дома.,Dejaste las llaves en casa.,Dejaste las llaves en casa.,Завершённый факт.,active
g0284,preterito_indefinido,translation,Переведи на испанский,Она родилась в 1998 году.,Nació en 1998.,Nació en 1998.,Год рождения — indefinido.,active
g0285,preterito_indefinido,translation,Переведи на испанский,Они вышли поздно.,Salieron tarde.,Salieron tarde.,Завершённый факт.,active
g0286,preterito_indefinido,translation,Переведи на испанский,Я увидел Ану в понедельник.,Vi a Ana el lunes.,Vi a Ana el lunes.,Конкретный день в прошлом.,active
g0287,preterito_indefinido,translation,Переведи на испанский,Мы много путешествовали летом.,Viajamos mucho en verano.,Viajamos mucho en verano.,Завершённый период.,active
g0288,preterito_indefinido,translation,Переведи на испанский,Ты выучил испанский в университете.,Aprendiste español en la universidad.,Aprendiste español en la universidad.,Завершённый факт в прошлом.,active
g0289,preterito_indefinido,translation,Переведи на испанский,Он принял трудное решение.,Tomó una decisión difícil.,Tomó una decisión difícil.,Завершённый факт.,active
g0290,preterito_indefinido,translation,Переведи на испанский,Они открыли дверь.,Abrieron la puerta.,Abrieron la puerta.,Завершённый факт.,active
g0291,preterito_indefinido,translation,Переведи на испанский,Я был болен на прошлой неделе.,Estuve enfermo la semana pasada.,Estuve enfermo la semana pasada.,Завершённый период.,active
g0292,preterito_indefinido,translation,Переведи на испанский,Мы жили в Барселоне в 2022 году.,Vivimos en Barcelona en 2022.,Vivimos en Barcelona en 2022.,Завершённый период.,active
g0293,preterito_indefinido,translation,Переведи на испанский,Ты решил проблему один.,Resolviste el problema solo.,Resolviste el problema solo.,Завершённый факт.,active
g0294,preterito_indefinido,translation,Переведи на испанский,Она прочитала книгу за два дня.,Leyó el libro en dos días.,Leyó el libro en dos días.,Завершённое действие.,active
g0295,preterito_indefinido,translation,Переведи на испанский,Вы вернулись вчера вечером.,Volvisteis ayer por la noche.,Volvisteis ayer por la noche.,Завершённый факт.,active
g0296,preterito_indefinido,translation,Переведи на испанский,Я поставил чашку на стол.,Puse la taza sobre la mesa.,Puse la taza sobre la mesa.,Завершённый факт.,active
g0297,preterito_indefinido,translation,Переведи на испанский,Ты принёс кофе.,Trajiste café.,Trajiste café.,Завершённый факт.,active
g0298,preterito_indefinido,translation,Переведи на испанский,Мы смогли войти.,Pudimos entrar.,Pudimos entrar.,Завершённый факт.,active
g0299,preterito_indefinido,translation,Переведи на испанский,Они знали ответ.,Supieron la respuesta.,Supieron la respuesta.,Завершённый факт.,active
g0300,preterito_indefinido,translation,Переведи на испанский,Я хотел поговорить с тобой.,Quise hablar contigo.,Quise hablar contigo.,Завершённый факт.,active
g0301,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Hoy yo ___ mucho. (trabajar),he trabajado,he trabajado,Hoy обычно требует perfecto.,active
g0302,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Ayer yo ___ mucho. (trabajar),trabajé,trabajé,Ayer требует indefinido.,active
g0303,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Esta semana nosotros ___ dos películas.,hemos visto,hemos visto,Текущая неделя ещё не закончилась.,active
g0304,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,La semana pasada nosotros ___ dos películas.,vimos,vimos,Завершённая неделя — indefinido.,active
g0305,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,¿Alguna vez ___ a Sevilla?,has ido,has ido,Жизненный опыт — perfecto.,active
g0306,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,En 2019 ___ a Sevilla.,fui,fui,Конкретный год — indefinido.,active
g0307,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Hoy Marta ___ tarde.,ha llegado,ha llegado,Сегодня — perfecto.,active
g0308,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Marta ___ tarde ayer.,llegó,llegó,Ayer — indefinido.,active
g0309,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Este mes ellos ___ mucho.,han viajado,han viajado,Текущий месяц — perfecto.,active
g0310,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,El mes pasado ellos ___ mucho.,viajaron,viajaron,Завершённый месяц — indefinido.,active
g0311,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,¿Ya ___ la tarea hoy?,has hecho,has hecho,Hoy + ya — perfecto.,active
g0312,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,¿___ la tarea anoche?,Hiciste,Hiciste,Anoche — indefinido.,active
g0313,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Nunca ___ sushi.,he probado,he probado,Жизненный опыт — perfecto.,active
g0314,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,A los 10 años ___ sushi por primera vez.,probé,probé,Конкретный момент — indefinido.,active
g0315,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Esta mañana yo ___ café.,he tomado,he tomado,Текущий период дня.,active
g0316,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Ayer por la mañana yo ___ café.,tomé,tomé,Завершённый период.,active
g0317,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Hoy nosotros ___ en casa.,hemos estado,hemos estado,Сегодня — perfecto.,active
g0318,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,El domingo nosotros ___ en casa.,estuvimos,estuvimos,Конкретный день — indefinido.,active
g0319,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,¿Alguna vez ___ ese libro?,has leído,has leído,Опыт — perfecto.,active
g0320,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,El verano pasado ___ ese libro.,leí,leí,Завершённый период — indefinido.,active
g0321,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Esta tarde ella ___ a su madre.,ha llamado,ha llamado,Текущий период.,active
g0322,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Ayer ella ___ a su madre.,llamó,llamó,Ayer — indefinido.,active
g0323,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Todavía no ___ la respuesta.,he encontrado,he encontrado,Todavía no часто требует perfecto.,active
g0324,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Anoche no ___ la respuesta.,encontré,encontré,Anoche — indefinido.,active
g0325,perfecto_vs_indefinido,multiple_choice,Выбери правильное время,Ya ___ todo hoy.,he terminado,he terminado,Hoy + ya — perfecto.,active
g0326,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Hoy yo ___ (comer) muy poco.,he comido,he comido,Hoy — perfecto.,active
g0327,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Ayer yo ___ (comer) muy poco.,comí,comí,Ayer — indefinido.,active
g0328,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Esta semana nosotros ___ (ver) a Ana.,hemos visto,hemos visto,Текущая неделя.,active
g0329,perfecto_vs_indefinido,fill_form,Вставь правильную форму,La semana pasada nosotros ___ (ver) a Ana.,vimos,vimos,Завершённая неделя.,active
g0330,perfecto_vs_indefinido,fill_form,Вставь правильную форму,¿Alguna vez ___ (estar) en México?,has estado,has estado,Жизненный опыт.,active
g0331,perfecto_vs_indefinido,fill_form,Вставь правильную форму,En 2020 ___ (estar) en México.,estuve,estuve,Конкретный год.,active
g0332,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Hoy Marta ___ (hacer) la compra.,ha hecho,ha hecho,Сегодня — perfecto.,active
g0333,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Ayer Marta ___ (hacer) la compra.,hizo,hizo,Ayer — indefinido.,active
g0334,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Este mes ellos ___ (leer) tres libros.,han leído,han leído,Текущий месяц.,active
g0335,perfecto_vs_indefinido,fill_form,Вставь правильную форму,El mes pasado ellos ___ (leer) tres libros.,leyeron,leyeron,Завершённый месяц.,active
g0336,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Nunca ___ (probar) pulpo.,he probado,he probado,Опыт.,active
g0337,perfecto_vs_indefinido,fill_form,Вставь правильную форму,A los veinte años ___ (probar) pulpo.,probé,probé,Конкретный момент.,active
g0338,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Hoy nosotros ___ (estar) ocupados.,hemos estado,hemos estado,Сегодня.,active
g0339,perfecto_vs_indefinido,fill_form,Вставь правильную форму,El domingo nosotros ___ (estar) ocupados.,estuvimos,estuvimos,Конкретный день.,active
g0340,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Todavía no ___ (terminar).,he terminado,he terminado,Todavía no — perfecto.,active
g0341,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Anoche no ___ (terminar).,terminé,terminé,Anoche — indefinido.,active
g0342,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Esta mañana yo ___ (beber) café.,he bebido,he bebido,Текущий период дня.,active
g0343,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Ayer por la mañana yo ___ (beber) café.,bebí,bebí,Завершённый период.,active
g0344,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Hoy ella ___ (llamar) a su madre.,ha llamado,ha llamado,Сегодня.,active
g0345,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Ayer ella ___ (llamar) a su madre.,llamó,llamó,Ayer.,active
g0346,perfecto_vs_indefinido,fill_form,Вставь правильную форму,¿Ya ___ (resolver) el problema hoy?,has resuelto,has resuelto,Hoy + ya.,active
g0347,perfecto_vs_indefinido,fill_form,Вставь правильную форму,¿___ (resolver) el problema ayer?,Resolviste,Resolviste,Ayer.,active
g0348,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Este año nosotros ___ (viajar) mucho.,hemos viajado,hemos viajado,Текущий год.,active
g0349,perfecto_vs_indefinido,fill_form,Вставь правильную форму,El año pasado nosotros ___ (viajar) mucho.,viajamos,viajamos,Завершённый год.,active
g0350,perfecto_vs_indefinido,fill_form,Вставь правильную форму,Alguna vez ___ (decir) eso?,has dicho,has dicho,Опыт до настоящего момента.,active
g0351,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Ayer he ido al banco.,Ayer fui al banco.,Ayer fui al banco.,Ayer требует indefinido.,active
g0352,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Hoy fui al banco.,Hoy he ido al banco.,Hoy he ido al banco.,Hoy обычно требует perfecto.,active
g0353,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: La semana pasada hemos visto a Ana.,La semana pasada vimos a Ana.,La semana pasada vimos a Ana.,Завершённая неделя — indefinido.,active
g0354,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Este mes viajamos mucho.,Este mes hemos viajado mucho.,Este mes hemos viajado mucho.,Текущий месяц — perfecto.,active
g0355,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: En 2018 he vivido en Madrid.,En 2018 viví en Madrid.,En 2018 viví en Madrid.,Конкретный год — indefinido.,active
g0356,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Nunca fui a Perú.,Nunca he ido a Perú.,Nunca he ido a Perú.,Жизненный опыт — perfecto.,active
g0357,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Hoy terminé la tarea.,Hoy he terminado la tarea.,Hoy he terminado la tarea.,Hoy — perfecto.,active
g0358,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Ayer he terminado la tarea.,Ayer terminé la tarea.,Ayer terminé la tarea.,Ayer — indefinido.,active
g0359,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Esta mañana bebí café. (утро ещё продолжается),Esta mañana he bebido café.,Esta mañana he bebido café.,Текущий период дня — perfecto.,active
g0360,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: El domingo hemos estado en casa.,El domingo estuvimos en casa.,El domingo estuvimos en casa.,Конкретный день — indefinido.,active
g0361,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Ya terminé hoy.,Ya he terminado hoy.,Ya he terminado hoy.,Сегодня + ya — perfecto.,active
g0362,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: En mi vida vi esa película.,En mi vida he visto esa película.,En mi vida he visto esa película.,Жизненный опыт — perfecto.,active
g0363,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: El mes pasado han comprado un coche.,El mes pasado compraron un coche.,El mes pasado compraron un coche.,Завершённый месяц — indefinido.,active
g0364,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Este año compramos un coche.,Este año hemos comprado un coche.,Este año hemos comprado un coche.,Текущий год — perfecto.,active
g0365,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Alguna vez fuiste a Granada?,¿Alguna vez has ido a Granada?,¿Alguna vez has ido a Granada?,Жизненный опыт.,active
g0366,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: En 2021 he estudiado allí.,En 2021 estudié allí.,En 2021 estudié allí.,Конкретный год.,active
g0367,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Hoy ella llamó a su madre.,Hoy ella ha llamado a su madre.,Hoy ella ha llamado a su madre.,Сегодня — perfecto.,active
g0368,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Ayer ella ha llamado a su madre.,Ayer ella llamó a su madre.,Ayer ella llamó a su madre.,Ayer — indefinido.,active
g0369,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Nunca probé paella.,Nunca he probado paella.,Nunca he probado paella.,Жизненный опыт.,active
g0370,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Cuando tenía 12 años he probado paella.,Cuando tenía 12 años probé paella.,Cuando tenía 12 años probé paella.,Конкретный момент.,active
g0371,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Esta semana vimos tres películas.,Esta semana hemos visto tres películas.,Esta semana hemos visto tres películas.,Текущая неделя.,active
g0372,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: La semana pasada hemos comido fuera.,La semana pasada comimos fuera.,La semana pasada comimos fuera.,Завершённая неделя.,active
g0373,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Hoy estuve cansado.,Hoy he estado cansado.,Hoy he estado cansado.,Сегодня — perfecto.,active
g0374,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: El sábado he estado cansado.,El sábado estuve cansado.,El sábado estuve cansado.,Конкретный день.,active
g0375,perfecto_vs_indefinido,fix_error,Исправь ошибку,Corrige: Ya hice todo esta tarde. (вечер ещё продолжается),Ya he hecho todo esta tarde.,Ya he hecho todo esta tarde.,Текущий период — perfecto.,active
g0376,perfecto_vs_indefinido,translation,Переведи на испанский,Сегодня я много работал.,Hoy he trabajado mucho.,Hoy he trabajado mucho.,Hoy — perfecto.,active
g0377,perfecto_vs_indefinido,translation,Переведи на испанский,Вчера я много работал.,Ayer trabajé mucho.,Ayer trabajé mucho.,Ayer — indefinido.,active
g0378,perfecto_vs_indefinido,translation,Переведи на испанский,На этой неделе мы посмотрели два фильма.,Esta semana hemos visto dos películas.,Esta semana hemos visto dos películas.,Текущая неделя — perfecto.,active
g0379,perfecto_vs_indefinido,translation,Переведи на испанский,На прошлой неделе мы посмотрели два фильма.,La semana pasada vimos dos películas.,La semana pasada vimos dos películas.,Завершённая неделя — indefinido.,active
g0380,perfecto_vs_indefinido,translation,Переведи на испанский,Ты когда-нибудь был в Севилье?,¿Alguna vez has estado en Sevilla?,¿Alguna vez has estado en Sevilla?,Жизненный опыт — perfecto.,active
